,Name,Genre,Rating,Votes,BoxOffice,Year
1863,War Dogs,"Comedy, Crime, Drama",7.1,145588,"43,017,433",2016
1864,Almost Christmas,"Comedy, Drama",6.1,4763,"41,715,860",2016
1865,Money Monster,"Crime, Drama, Thriller",6.5,83323,"41,012,075",2016
1866,Allied,"Action, Drama, Romance",7.1,118035,"40,069,087",2016
1867,Nerve,"Action, Adventure, Crime",6.6,97691,"38,562,379",2016
1868,Risen,"Action, Adventure, Drama",6.3,21754,"36,874,745",2016
1869,The Nice Guys,"Action, Comedy, Crime",7.4,227215,"36,261,763",2016
1870,The Boy,"Horror, Mystery, Thriller",6,65538,"35,794,166",2016
1871,Dirty Grandpa,Comedy,5.9,96167,"35,537,564",2016
1872,The 5th Wave,"Action, Adventure, Sci-Fi",5.2,87100,"34,912,982",2016
1873,Ouija: Origin of Evil,"Horror, Thriller",6.1,44559,"34,904,885",2016
1874,Inferno,"Action, Adventure, Crime",6.2,131491,"34,343,574",2016
1875,Monster Trucks,"Action, Adventure, Comedy",5.7,12674,"33,370,166",2016
1876,Mother's Day,"Comedy, Drama",5.6,27076,"32,463,917",2016
1877,Patriots Day,"Action, Crime, Drama",7.4,71057,"31,886,361",2016
1878,Gods of Egypt,"Action, Adventure, Fantasy",5.4,90721,"31,153,464",2016
1879,Collateral Beauty,"Drama, Romance",6.8,73346,"30,982,955",2016
1880,Underworld: Blood Wars,"Action, Adventure, Fantasy",5.8,59689,"30,348,260",2016
1881,"Hail, Caesar!","Comedy, Mystery",6.3,106918,"30,080,225",2016
1882,When the Bough Breaks,"Crime, Drama, Horror",5,4388,"29,703,843",2016
1883,Zoolander 2,Comedy,4.7,58014,"28,848,693",2016
1884,Moonlight,Drama,7.4,209412,"27,850,912",2016
1885,The Finest Hours,"Action, Drama, History",6.8,54041,"27,550,735",2016
1886,Florence Foster Jenkins,"Biography, Comedy, Drama",6.8,42788,"27,370,107",2016
1887,Hell or High Water,"Action, Crime, Drama",7.6,163940,"26,862,450",2016
1888,Resident Evil: The Final Chapter,"Action, Horror, Sci-Fi",5.6,70519,"26,830,068",2016
1889,The Forest,"Horror, Mystery, Thriller",4.8,35187,"26,583,369",2016
1890,Ben-Hur,"Action, Adventure, Drama",5.7,36334,"26,384,681",2016
1891,Leap!,"Animation, Adventure, Comedy",6.8,15368,"24,479,155",2016
1892,Bridget Jones's Baby,"Comedy, Drama, Romance",6.6,56771,"24,252,420",2016
1893,Whiskey Tango Foxtrot,"Biography, Comedy, Drama",6.6,44828,"23,049,575",2016
1894,Snowden,"Biography, Drama, Thriller",7.3,111995,"21,587,519",2016
1895,Mechanic: Resurrection,"Action, Adventure, Crime",5.7,63602,"21,203,260",2016
1896,Blair Witch,"Horror, Thriller",5,35105,"20,777,061",2016
1897,God's Not Dead 2,Drama,4.4,9783,"20,773,070",2016
1898,Free State of Jones,"Action, Biography, Drama",6.9,42071,"20,758,378",2016
1899,Keanu,"Action, Comedy, Crime",6.3,39616,"20,566,327",2016
1900,Middle School: The Worst Years of My Life,"Animation, Comedy, Family",6.1,5867,"19,985,196",2016
1901,Nine Lives,"Comedy, Drama, Family",5.3,17306,"19,637,449",2016
1902,Race,"Biography, Drama, Sport",7.1,29508,"19,097,994",2016
1903,The Choice,"Drama, Romance",6.6,28253,"18,709,066",2016
1904,Bad Santa 2,"Comedy, Crime, Drama",5.6,18277,"17,782,178",2016
1905,Masterminds,"Action, Comedy, Crime",5.8,42947,"17,356,894",2016
1906,Norm of the North,"Animation, Adventure, Comedy",3.6,7651,"17,017,118",2016
1907,The Birth of a Nation,"Biography, Drama, History",6.4,17905,"15,858,754",2016
1908,The Infiltrator,"Biography, Crime, Drama",7,58845,"15,425,870",2016
1909,Keeping Up with the Joneses,"Action, Comedy",5.9,49255,"14,896,798",2016
1910,Criminal,"Action, Crime, Drama",6.3,49421,"14,268,533",2016
1911,The Edge of Seventeen,"Comedy, Drama",7.4,78711,"14,260,193",2016
1912,Love & Friendship,"Comedy, Drama, Romance",6.4,20480,"14,013,564",2016
1913,Jackie,"Biography, Drama, History",6.7,62954,"13,958,679",2016
1914,The Founder,"Biography, Drama, History",7.2,89045,"12,785,093",2016
1915,Triple 9,"Crime, Thriller",6.3,58012,"12,626,905",2016
1916,The Light Between Oceans,"Drama, Romance",7.2,43142,"12,545,979",2016
1917,Dangal,"Action, Biography, Drama",8.5,109240,"12,391,761",2016
1918,Fifty Shades of Black,Comedy,3.5,16367,"11,675,178",2016
1919,No Manches Frida,Comedy,5.6,1439,"11,514,388",2016
1920,Café Society,"Comedy, Drama, Romance",6.6,59497,"11,103,205",2016
1921,Pride and Prejudice and Zombies,"Action, Horror, Romance",5.8,43732,"10,907,291",2016
1922,The Darkness,"Horror, Thriller",4.4,11957,"10,732,841",2016
1923,Nocturnal Animals,"Crime, Drama, Romance",7.5,191518,"10,639,114",2016
1924,Live by Night,"Action, Crime, Drama",6.4,44563,"10,377,558",2016
1925,The Belko Experiment,"Action, Horror, Thriller",6.1,35960,"10,164,675",2016
1926,The Perfect Match,"Comedy, Romance",4.9,2921,"9,658,370",2016
1927,Rock Dog,"Animation, Adventure, Comedy",5.9,3633,"9,404,922",2016
1928,Popstar: Never Stop Never Stopping,"Comedy, Music",6.7,44399,"9,393,835",2016
1929,Meet the Blacks,"Comedy, Horror",6,34058,"9,093,856",2016
1930,Queen of Katwe,"Biography, Drama, Sport",7.4,12228,"8,805,918",2016
1931,Adam Green's Aladdin,"Adventure, Comedy, Drama",6.4,149,"8,600,000",2016
1932,The Lost City of Z,"Adventure, Biography, Drama",6.6,62162,"8,580,410",2016
1933,Ratchet & Clank,"Animation, Action, Adventure",5.6,8735,"8,549,740",2016
1934,A Cure for Wellness,"Drama, Fantasy, Horror",6.4,65878,"8,106,986",2016
1935,The Wild Life,"Animation, Adventure, Comedy",5.3,4803,"7,965,609",2016
1936,Loving,"Biography, Drama, Romance",7,26503,"7,696,098",2016
1937,Gold,"Adventure, Drama, Thriller",6.7,47521,"7,222,964",2016
1938,Silence,"Adventure, Drama, History",7.2,80464,"7,079,191",2016
1939,Birth of the Dragon,"Action, Biography, Drama",5.4,5684,"6,901,965",2016
1940,Shut In,"Drama, Mystery, Thriller",4.7,10260,"6,883,951",2016
1941,The Brothers Grimsby,"Action, Adventure, Comedy",6.2,78490,"6,864,016",2016
1942,The Young Messiah,"Drama, Fantasy",5.6,2722,"6,462,576",2016
1943,Southside with You,"Biography, Drama, History",6.3,7095,"6,303,853",2016
1944,Sultan,"Action, Drama, Sport",7.1,31988,"6,200,000",2016
1945,Maudie,"Biography, Drama, Romance",7.6,10044,"6,170,998",2016
1946,Lowriders,"Adventure, Crime, Drama",5.7,1787,"6,155,650",2016
1947,Captain Fantastic,"Comedy, Drama",7.9,149156,"5,875,006",2016
1948,20th Century Women,"Comedy, Drama",7.3,29787,"5,663,855",2016
1949,Paris Can Wait,"Comedy, Drama, Romance",5.8,5738,"5,617,731",2016
1950,Hunt for the Wilderpeople,"Adventure, Comedy, Drama",7.9,81588,"5,202,582",2016
1951,Your Name.,"Animation, Drama, Fantasy",8.4,114220,"5,017,246",2016
1952,Bleed for This,"Biography, Drama, Sport",6.8,20334,"4,847,865",2016
1953,Incarnate,"Fantasy, Horror, Mystery",5.2,9633,"4,790,573",2016
1954,Absolutely Fabulous: The Movie,"Comedy, Crime",5.4,10291,"4,750,497",2016
1955,Hands of Stone,"Action, Biography, Drama",6.6,12285,"4,711,736",2016
1956,Don't Think Twice,"Comedy, Drama",6.7,14524,"4,417,983",2016
1957,Ae Dil Hai Mushkil,"Drama, Music, Musical",5.8,17623,"4,237,741",2016
1958,Swiss Army Man,"Adventure, Comedy, Drama",7,85611,"4,208,879",2016
1959,A Hologram for the King,"Comedy, Drama, Romance",6.1,34347,"4,198,126",2016
1960,Denial,"Biography, Drama",6.6,15321,"4,072,226",2016
1961,Morgan,"Action, Horror, Sci-Fi",5.8,33735,"3,912,052",2016
1962,A United Kingdom,"Biography, Drama, Romance",6.8,11327,"3,901,302",2016
1963,Sleight,"Action, Drama, Sci-Fi",5.9,6523,"3,847,290",2016
1964,Max Steel,"Action, Adventure, Family",4.6,16142,"3,818,664",2016
1965,Norman,"Drama, Thriller",6.2,4615,"3,810,812",2016
1966,Batman: The Killing Joke,"Animation, Action, Crime",6.5,41160,"3,775,000",2016
1967,Friend Request,"Horror, Thriller",5.3,20220,"3,759,046",2016
1968,A Monster Calls,"Animation, Drama, Fantasy",7.5,66114,"3,730,982",2016
1969,Midnight Special,"Action, Drama, Mystery",6.6,66102,"3,707,794",2016
1970,Rules Don't Apply,"Comedy, Drama, Romance",5.7,7269,"3,647,836",2016
1971,Their Finest,"Comedy, Drama, Romance",6.8,14036,"3,595,841",2016
1972,Miss Sloane,"Drama, Thriller",7.5,47634,"3,439,171",2016
1973,Forushande,"Drama, Thriller",7.8,37812,"3,402,067",2016
1974,Indignation,"Drama, Romance",6.8,10156,"3,399,841",2016
1975,Everybody Wants Some!!,Comedy,7,46170,"3,369,431",2016
1976,Sing Street,"Comedy, Drama, Music",8,70778,"3,237,118",2016
1977,Mei ren yu,"Comedy, Drama, Fantasy",6.3,6826,"3,232,685",2016
1978,Our Kind of Traitor,"Crime, Drama, Thriller",6.2,16516,"3,152,725",2016
1979,Compadres,"Action, Comedy, Crime",4.7,853,"3,105,269",2016
1980,Colossal,"Action, Comedy, Drama",6.2,47440,"3,021,345",2016
1981,The Other Side of the Door,Horror,5.3,15409,"2,987,063",2016
1982,Anthropoid,"Biography, History, Thriller",7.2,36080,"2,959,288",2016
1983,LBJ,"Biography, Drama",6.4,3548,"2,470,979",2016
1984,The Disappointments Room,"Drama, Horror, Thriller",3.9,7770,"2,411,580",2016
1985,Kapoor & Sons,"Comedy, Drama, Romance",7.8,18811,"2,373,912",2016
1986,Collide,"Action, Crime, Thriller",5.7,12507,"2,280,004",2016
1987,The Resurrection of Gavin Stone,"Comedy, Drama, Family",6.2,1450,"2,277,776",2016
1988,A Aa,"Action, Comedy, Drama",6.8,1387,"2,256,403",2016
1989,Un Padre No Tan Padre,Comedy,6.9,934,"2,145,468",2016
1990,Paterson,"Comedy, Drama, Romance",7.4,50838,"2,141,423",2016
1991,Busanhaeng,"Action, Horror, Thriller",7.5,99063,"2,129,768",2016
1992,I'm Not Ashamed,"Biography, Drama",5.8,2527,"2,080,932",2016
1993,Ah-ga-ssi,"Drama, Romance, Thriller",8.1,69758,"2,005,473",2016
1994,Greater,"Biography, Family, Sport",7.2,3264,"1,987,603",2016
1995,Shin Godzilla,"Action, Adventure, Drama",6.7,16246,"1,908,028",2016
1996,A Quiet Passion,"Biography, Drama",6.5,4220,"1,864,266",2016
1997,Free Fire,"Action, Comedy, Crime",6.4,33594,"1,798,472",2016
1998,M.S. Dhoni: The Untold Story,"Biography, Drama, Sport",7.7,26890,"1,782,795",2016
1999,Busco novio para mi mujer,Comedy,5.5,367,"1,721,707",2016
2000,Billy Lynn's Long Halftime Walk,"Drama, War",6.3,18176,"1,721,524",2016
2001,The Comedian,Comedy,5.7,5558,"1,658,706",2016
2002,Equity,Drama,5.5,3042,"1,604,101",2016
2003,Oopiri,"Comedy, Drama",8,3171,"1,567,151",2016
2004,A Boy Called Po,"Drama, Fantasy",6.9,637,"1,550,000",2016
2005,Neerja,"Biography, Drama, Thriller",7.7,17366,"1,535,234",2016
2006,Priceless,"Crime, Drama, Romance",6.1,2784,"1,499,605",2016
2007,Julieta,"Drama, Mystery, Romance",7.1,23032,"1,489,848",2016
2008,Toni Erdmann,"Comedy, Drama",7.4,36293,"1,478,960",2016
2009,The Wedding Plan,"Comedy, Romance",6.5,904,"1,398,498",2016
2010,Dear Zindagi,"Drama, Romance",7.7,30142,"1,397,133",2016
2011,Dead Awake,"Horror, Thriller",4.6,2485,"1,358,834",2016
2012,Genius,"Biography, Drama",6.5,14644,"1,358,018",2016
2013,Fan,"Action, Drama, Thriller",7.2,37504,"1,357,212",2016
2014,The Neon Demon,"Horror, Thriller",6.2,68499,"1,333,124",2016
2015,Personal Shopper,"Drama, Horror, Mystery",6.2,27755,"1,305,195",2016
2016,Mohenjo Daro,"Action, Adventure, Drama",5.8,9198,"1,250,765",2016
2017,The Women's Balcony,"Comedy, Drama",6.6,537,"1,200,885",2016
2018,Housefull 3,"Action, Comedy",5.2,6438,"1,157,163",2016
2019,Lady Macbeth,"Drama, Romance",6.9,13864,"1,129,408",2016
2020,Rustom,"Crime, Drama, Thriller",7.1,18609,"1,087,419",2016
2021,The Innocents,"Drama, History",7.3,7428,"1,063,893",2016
2022,Certain Women,Drama,6.3,9663,"1,032,942",2016
2023,Elvis & Nixon,"Comedy, History",6.4,11515,"1,031,598",2016
2024,Battle for Incheon: Operation Chromite,"Action, Drama, History",6.2,3513,"1,022,720",2016
2025,The Hollars,"Comedy, Drama, Romance",6.5,9527,"1,016,872",2016
2026,Yu-Gi-Oh!: The Dark Side of Dimensions,"Animation, Adventure, Drama",7.1,1873,"1,015,339",2016
2027,Neruda,"Biography, Crime, Drama",6.9,7660,"938,875",2016
2028,La tortue rouge,"Animation, Fantasy",7.5,23040,"920,057",2016
2029,Frantz,"Drama, History, Romance",7.5,9856,"880,474",2016
2030,Premam,"Comedy, Drama, Romance",6.6,748,"825,602",2016
2031,Mei Gong he xing dong,"Action, Adventure, Crime",6.7,3018,"800,012",2016
2032,Ki & Ka,"Comedy, Romance",5.8,4544,"795,900",2016
2033,31,"Horror, Thriller",5.1,14261,"779,820",2016
2034,Huo guo ying xiong,Thriller,6.6,995,"776,649",2016
2035,Passage to Mars,Adventure,4.9,617,"756,000",2016
2036,I Belonged to You,"Drama, Romance",5.3,295,"740,234",2016
2037,Xi you ji zhi: Sun Wukong san da Baigu Jing,"Action, Adventure, Fantasy",6,2443,"709,982",2016
2038,Little Men,Drama,6.7,5835,"702,191",2016
2039,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,Animation,8.4,469,"694,280",2016
2040,Paris pieds nus,Comedy,6.2,1999,"691,597",2016
2041,Mr. Church,"Comedy, Drama",7.6,21384,"685,143",2016
2042,American Honey,"Adventure, Drama, Romance",7,29321,"662,786",2016
2043,Range 15,"Action, Comedy, Horror",5.3,4680,"621,738",2016
2044,Baar Baar Dekho,"Comedy, Drama, Romance",5.3,5149,"612,363",2016
2045,The Exception,"Drama, Romance, War",6.8,7391,"606,989",2016
2046,Ma-seu-teo,"Action, Crime",6.6,1356,"595,649",2016
2047,Wazir,"Action, Crime, Drama",7.1,15057,"586,028",2016
2048,Tommy's Honour,"Biography, Drama, Romance",6.1,762,"561,963",2016
2049,Saturday's Warrior,Musical,5.2,213,"556,403",2016
2050,Cold War II,"Action, Crime, Drama",6.6,2114,"553,754",2016
2051,American Pastoral,"Crime, Drama",6.1,12130,"541,457",2016
2052,Mil-jeong,"Action, Drama, Thriller",7.1,5975,"540,268",2016
2053,Gentleman,"Mystery, Romance, Thriller",7.2,1067,"537,490",2016
2054,Grave,"Drama, Horror",7,45633,"508,425",2016
2055,Fitoor,"Drama, Romance",5.4,3699,"506,806",2016
2056,Leokki,"Action, Comedy, Crime",6.9,1145,"464,715",2016
2057,Wiener-Dog,"Comedy, Drama",5.9,8070,"445,392",2016
2058,Dishoom,"Action, Adventure, Comedy",5.1,5392,"442,299",2016
2059,Wo bu shi Pan Jin Lian,"Comedy, Drama",6.9,1622,"436,596",2016
2060,Baaghi,"Action, Thriller",5.2,5436,"436,055",2016
2061,Lu de shui,Comedy,7.4,934,"356,023",2016
2062,Happy Bhag Jayegi,"Comedy, Romance",6.4,4324,"349,099",2016
2063,Chuck,"Biography, Drama, Sport",6.5,3983,"320,725",2016
2064,The Bounce Back,"Comedy, Romance",4.9,443,"320,676",2016
2065,AmeriGeddon,"Action, Drama",3.7,1108,"316,554",2016
2066,Christine,"Biography, Drama",6.9,10454,"298,484",2016
2067,My Life as a Zucchini,"Animation, Comedy, Drama",7.8,15470,"292,279",2016
2068,Aquarius,Drama,7.6,14564,"285,930",2016
2069,L'avenir,Drama,7,9376,"282,382",2016
2070,Kahaani 2,"Mystery, Thriller",6.6,4087,"279,009",2016
2071,Umi yori mo mada fukaku,"Comedy, Drama",7.4,6410,"267,773",2016
2072,Wakefield,Drama,6.3,12065,"259,412",2016
2073,"I, Daniel Blake",Drama,7.9,40882,"258,168",2016
2074,Te3n,"Drama, Mystery, Thriller",7.3,9428,"258,066",2016
2075,Alleluia! The Devil's Carnival,"Horror, Musical",7,490,"257,320",2016
2076,Cézanne et moi,"Biography, Drama",5.9,697,"257,109",2016
2077,Pulimurugan,Action,7.1,5838,"253,000",2016
2078,Dean,"Comedy, Drama, Romance",6.2,1433,"248,849",2016
2079,Spirit of the Game,Biography,5,169,"239,565",2016
2080,Luo man di ke xiao wang shi,Drama,7,1051,"239,256",2016
2081,Kingsglaive: Final Fantasy XV,"Animation, Action, Adventure",6.8,17815,"233,569",2016
2082,The Love Witch,"Romance, Thriller",6.2,8467,"228,894",2016
2083,All I See Is You,"Drama, Mystery, Romance",5.3,6517,"217,644",2016
2084,Railroad Tigers,"Action, Comedy, War",5.9,2957,"217,051",2016
2085,Driving While Black,"Comedy, Drama",7.8,33,"212,873",2016
2086,Naam Hai Akira,"Action, Thriller",5.9,3315,"212,285",2016
2087,Jimmy Vestvood: Amerikan Hero,Comedy,5.3,2090,"201,638",2016
2088,White Girl,"Crime, Drama",5.7,6972,"198,493",2016
2089,Autumn Lights,"Drama, Mystery",7.3,3040,"197,000",2016
2090,Spark: A Space Tail,"Animation, Adventure, Comedy",4.5,815,"190,511",2016
2091,The Bad Batch,"Drama, Horror, Romance",5.3,18368,"177,680",2016
2092,Graduation,"Crime, Drama",7.4,9750,"175,975",2016
2093,Asura,"Action, Crime",6.6,1577,"174,501",2016
2094,Complete Unknown,"Drama, Mystery",5.4,4921,"166,827",2016
2095,"Polina, danser sa vie",Drama,6.7,1183,"165,203",2016
2096,La fille inconnue,"Crime, Drama, Mystery",6.5,5617,"150,549",2016
2097,The Void,"Horror, Mystery, Sci-Fi",5.8,23180,"150,372",2016
2098,Kicks,"Adventure, Drama",6.3,3569,"145,368",2016
2099,Feng shen bang,"Action, Fantasy",4.6,1658,"143,430",2016
2100,Moka,Drama,6.2,730,"129,547",2016
2101,The Masked Saint,"Action, Biography, Crime",4.6,539,"123,777",2016
2102,Gwi-hyang,Drama,6.3,384,"119,113",2016
2103,Remember the Goal,Drama,5.4,107,"118,467",2016
2104,Caged No More,"Action, Drama, Thriller",5.5,276,"114,903",2016
2105,Ma Loute,Comedy,6,3335,"112,621",2016
2106,Kongens nei,"Biography, Drama, History",7.2,4900,"112,443",2016
2107,Kaptaan,"Comedy, Drama, Family",6.3,163,"109,993",2016
2108,Bar Bahar,Drama,7.3,1739,"107,977",2016
2109,Against the Wild 2: Survive the Serengeti,Adventure,4.9,369,"107,953",2016
2110,La pazza gioia,"Comedy, Drama",7.2,6628,"106,547",2016
2111,Bongyi Kim Seon-dal,"Adventure, Comedy, History",6.7,372,"97,477",2016
2112,Qing Sheng,Comedy,6.6,547,"96,564",2016
2113,Teukbyulshimin,"Crime, Drama, Thriller",6.2,271,"96,299",2016
2114,Past Life,Drama,6.3,391,"93,048",2016
2115,Other People,"Comedy, Drama",6.7,7301,"93,000",2016
2116,Zhi qing chun 2: Yuan lai ni hai zai zhe li,"Drama, Romance",5.2,517,"90,863",2016
2117,Morris from America,"Comedy, Drama, Romance",6.2,4523,"88,932",2016
2118,Goldstone,"Crime, Thriller",6.4,2886,"86,402",2016
2119,Sufat Chol,Drama,6.9,2128,"83,078",2016
2120,Zhui xiong zhe ye,Crime,6.8,503,"82,215",2016
2121,Sky on fire,"Action, Crime, Thriller",4.8,246,"77,639",2016
2122,Saala Khadoos,"Action, Drama, Sport",7.6,9664,"76,931",2016
2123,Stefan Zweig: Farewell to Europe,"Biography, Drama, History",6.7,1543,"76,646",2016
2124,Te Ata,"Biography, Drama, History",6.6,201,"73,236",2016
2125,Buster's Mal Heart,"Drama, Mystery, Thriller",6,4808,"72,622",2016
2126,San shao ye de jian,"Action, Drama",6.1,1657,"70,031",2016
2127,Until Forever,"Drama, Romance",6.3,346,"68,240",2016
2128,Tamjung Hong Gil-dong: Sarajin Ma-eul,"Action, Drama, Mystery",6.4,620,"67,015",2016
2129,San ren xing,"Action, Crime, Thriller",6,1414,"65,500",2016
2130,My Entire High School Sinking Into the Sea,"Animation, Comedy, Drama",6,720,"65,250",2016
2131,Ucitelka,"Comedy, Drama",7.3,1906,"64,437",2016
2132,El rey del Once,"Comedy, Drama",5.7,610,"63,201",2016
2133,The Tiger Hunter,"Comedy, Drama",5.7,571,"62,398",2016
2134,Donald Cried,"Comedy, Drama",6.5,869,"61,309",2016
2135,Siganitalja,"Fantasy, Romance, Thriller",6.8,712,"59,425",2016
2136,Operation Avalanche,"Drama, Mystery, Thriller",6,5531,"55,000",2016
2137,Quand on a 17 ans,"Drama, Romance",7.2,4225,"52,713",2016
2138,Hyeong,"Comedy, Drama",7.4,1305,"51,888",2016
2139,Joahaejwo,"Comedy, Romance",5.9,423,"50,839",2016
2140,In a Valley of Violence,"Action, Crime, Drama",6,12199,"50,381",2016
2141,O Ornitólogo,"Adventure, Drama, Mystery",6.4,2206,"48,837",2016
2142,So B. It,Drama,6.8,285,"46,006",2016
2143,3 Weeks in Yerevan,Comedy,7.1,55,"45,536",2016
2144,High Strung,"Drama, Music, Romance",6.5,7100,"45,255",2016
2145,Op-pa saeng-gak,"Action, Drama, War",7.2,71,"44,263",2016
2146,The Greasy Strangler,"Comedy, Horror",5.7,4883,"43,580",2016
2147,Mastizaade,Comedy,2.4,2190,"43,403",2016
2148,Hermia & Helena,"Comedy, Drama",5.8,309,"43,152",2016
2149,The Death of Louis XIV,"Biography, Drama, History",6.8,1444,"42,694",2016
2150,Shavua ve Yom,"Comedy, Drama",6.7,727,"41,528",2016
2151,Wild Oats,"Action, Adventure, Comedy",5.6,2622,"40,598",2016
2152,Is That a Gun in Your Pocket?,Comedy,5.4,1767,"39,361",2016
2153,Bastille Day,"Action, Crime, Drama",6.3,29153,"39,000",2016
2154,Spa Night,Drama,5.9,917,"38,578",2016
2155,Kollektivet,Drama,6.4,5082,"38,265",2016
2156,From the Land of the Moon,"Drama, Romance",6.7,4146,"37,757",2016
2157,A Woman's Life,Drama,6.6,743,"37,062",2016
2158,This Beautiful Fantastic,"Comedy, Drama, Fantasy",6.9,5593,"36,877",2016
2159,A Street Cat Named Bob,"Biography, Comedy, Drama",7.4,21839,"35,070",2016
2160,London Town,"Drama, Music",6.4,1653,"35,000",2016
2161,The Intervention,"Comedy, Drama",6.1,4891,"32,919",2016
2162,Gosanja: Dae-dong-yeo Ji-do,"Drama, History",5.6,66,"32,893",2016
2163,Poor Boy,"Drama, Western",4.3,131,"31,031",2016
2164,Under the Shadow,"Drama, Horror, Thriller",6.9,17253,"30,999",2016
2165,Sophie and the Rising Sun,Drama,6.5,890,"30,348",2016
2166,Nocturama,"Drama, Thriller",6.5,3115,"30,157",2016
2167,Powidoki,"Biography, Drama, History",7.1,1860,"30,093",2016
2168,Kuai Shou Qiang Shou Kuai Qiang Shou,"Action, Comedy",5.4,130,"28,892",2016
2169,The Son of Joseph,Drama,6.6,580,"28,753",2016
2170,King Cobra,"Comedy, Crime, Drama",5.6,6401,"28,505",2016
2171,Mothers and Daughters,Drama,5,2403,"28,368",2016
2172,Poesía sin fin,"Biography, Drama, Fantasy",7.7,3639,"28,000",2016
2173,The Untamed,"Drama, Horror, Sci-Fi",6.2,3082,"27,593",2016
2174,Pelé: Birth of a Legend,"Biography, Drama, Sport",7.2,13022,"27,312",2016
2175,Ribbons,Thriller,6.7,26,"26,872",2016
2176,Jet Trash,"Drama, Thriller",5.3,108,"26,002",2016
2177,The Eyes of My Mother,"Drama, Horror",6.2,8885,"25,981",2016
2178,Deokhyeongju,"Action, Biography, Drama",6.7,965,"25,753",2016
2179,Radio Dreams,Comedy,6,206,"24,356",2016
2180,"A Woman, a Part",Drama,5.4,351,"23,562",2016
2181,Simple Creature,"Sci-Fi, Thriller",3.9,188,"23,470",2016
2182,Goat,Drama,5.7,6330,"23,020",2016
2183,Sanam Teri Kasam,"Drama, Musical, Romance",7.3,7875,"22,121",2016
2184,Paradise Club,"Drama, History",6.3,13,"21,923",2016
2185,La jeune fille sans mains,Animation,7,740,"21,787",2016
2186,The Transfiguration,"Drama, Horror",6,2699,"21,464",2016
2187,The Fiancé,Horror,2.4,111,"21,209",2016
2188,The Happys,Comedy,7.5,62,"21,108",2016
2189,Phantom of the Theatre,"Fantasy, Horror, Mystery",5.2,298,"21,001",2016
2190,Better Watch Out,"Comedy, Crime, Horror",6.5,19572,"20,369",2016
2191,Massacre on Aisle 12,"Comedy, Horror",5,1182,"19,188",2016
2192,Carrie Pilby,"Comedy, Drama",6.6,4655,"19,025",2016
2193,Search Engines,"Comedy, Drama, Family",4.2,138,"18,850",2016
2194,Slava,Drama,7.6,1480,"18,415",2016
2195,Clash,"Drama, Thriller",7.6,3743,"18,215",2016
2196,The Channel,"Drama, Horror, Thriller",3.5,279,"18,001",2016
2197,The Land,Drama,6.4,1439,"17,958",2016
2198,Fuchi ni tatsu,Drama,6.9,1495,"17,191",2016
2199,Arise from Darkness,Thriller,7.5,589,"16,000",2016
2200,Tiszta szívvel,"Action, Comedy, Drama",7.1,2526,"15,898",2016
2201,Porto,"Drama, Romance",6.2,1134,"15,126",2016
2202,Paradise,"Drama, War",7,1219,"14,873",2016
2203,"No Pay, Nudity","Comedy, Drama",6.1,84,"14,441",2016
2204,Brave New Jersey,Comedy,5.3,346,"14,105",2016
2205,L'économie du couple,Drama,6.5,1560,"13,693",2016
2206,Till We Meet Again,"Adventure, Drama",6.2,1740,"13,557",2016
2207,Shangri-La Suite,"Action, Crime, Drama",5.1,572,"13,344",2016
2208,Tyut pei ba ba,"Comedy, Drama",5.9,43,"13,331",2016
2209,Term Life,"Crime, Drama, Thriller",5.5,5579,"13,040",2016
2210,"Lou Andreas-Salomé, The Audacity to be Free","Biography, Drama, Romance",6.5,258,"12,875",2016
2211,Junction 48,"Action, Biography, Crime",6.7,564,"12,795",2016
2212,My Art,Drama,4.3,80,"12,554",2016
2213,A Beginner's Guide to Snuff,"Comedy, Horror, Thriller",4.9,262,"12,475",2016
2214,Jours de France,"Comedy, Drama, Romance",6,310,"12,273",2016
2215,"Kiki, el amor se hace","Comedy, Romance",6.5,4360,"11,892",2016
2216,Always Shine,"Drama, Thriller",5.6,3239,"11,891",2016
2217,Rester vertical,"Comedy, Drama",6.1,1739,"11,747",2016
2218,Mãe Só Há Uma,Drama,6.8,1051,"11,678",2016
2219,Wildflower,"Drama, Thriller",5.3,716,"11,643",2016
2220,Souvenir,"Drama, Music, Romance",6,769,"11,411",2016
2221,Saigon Bodyguards,"Action, Comedy",1.9,241,"11,314",2016
2222,Lovesong,"Drama, Romance",6.3,2940,"10,545",2016
2223,Beta Test,"Action, Sci-Fi, Thriller",5.7,10365,"10,104",2016
2224,Providence,"Drama, Romance",7.3,51,"8,840",2016
2225,Blood Feast,Horror,5.1,588,"8,708",2016
2226,Birkebeinerne,"Action, Adventure, Drama",6.1,5061,"8,550",2016
2227,Ghost Team,"Comedy, Thriller",4.6,1283,"8,069",2016
2228,Pet,"Horror, Thriller",5.7,13121,"8,004",2016
2229,Spices of Liberty,"Drama, Family, Romance",6.8,30,"6,625",2016
2230,The Persian Connection,"Action, Crime, Mystery",5.2,235,"6,436",2016
2231,Footnotes,"Comedy, Musical",5.8,95,"5,900",2016
2232,Icaros: A Vision,Drama,6.7,91,"5,510",2016
2233,Blue Jay,Drama,7.3,9090,"5,159",2016
2234,The Carer,"Comedy, Drama",6.5,1050,"5,102",2016
